MaSV,tenSV,namsinh,diachi,sodienthoai,cmnd,kỳ một,kỳ hai,kỳ ba,kỳ bốn,Kỳ sau
246,Ali Hassan,2001-07-25,"Gò Vấp , TPHCM",080006-3507,7.34262E+11,10,10,8,5,5
247,Johanna Weber,2004-06-11,"Gò Vấp , TPHCM",086340-4904,9.81174E+11,8,6,10,9,6
248,Matteo Ferrari,2001-03-21,"Gò Vấp , TPHCM",089773-9377,4.14249E+11,6,7,9,9,9
249,Maxime Dubois,2001-05-09,"Gò Vấp , TPHCM",084164-0527,8.04632E+11,9,8,9,7,5
250,Elisa Müller,2004-06-19,"Gò Vấp , TPHCM",088055-3798,3.19974E+11,9,7,6,8,5
251,Lucas Kim,2002-03-21,"Gò Vấp , TPHCM",087125-7154,1.08456E+11,7,8,10,10,6
252,Sofia Rodriguez,2004-01-06,"Gò Vấp , TPHCM",089050-6435,9.99176E+11,7,10,5,7,7
253,William Lee,2004-08-26,"Gò Vấp , TPHCM",083745-6991,1.36689E+11,9,9,10,10,7
254,Emma Johnson,2003-09-17,"Gò Vấp , TPHCM",086521-5675,9.07115E+11,10,9,8,7,7
255,Amir Kaur,2002-08-24,"Gò Vấp , TPHCM",080325-6033,3.95517E+11,5,5,8,9,8
256,Johanna Schmidt,2004-03-30,"Gò Vấp , TPHCM",088958-9154,5.56932E+11,10,6,6,5,9
257,Matteo Bianchi,2004-05-27,"Gò Vấp , TPHCM",083679-1213,5.96905E+11,8,10,8,8,9
258,Maria Hernandez,2002-02-07,"Gò Vấp , TPHCM",087410-1010,8.50827E+11,10,10,9,5,6
259,Youssef Ali,2001-06-04,"Gò Vấp , TPHCM",087328-6161,2.26337E+11,6,8,7,8,10
260,Anna Müller,2003-11-03,"Gò Vấp , TPHCM",087955-5641,6.41426E+11,7,8,10,10,5
261,Miguel Rodriguez,2002-07-23,"Gò Vấp , TPHCM",082372-5906,7.25662E+11,10,9,9,8,9
262,Emily Wilson,2001-02-08,"Gò Vấp , TPHCM",087806-8121,1.48291E+11,8,10,6,6,6
263,Ahmed Hassan,2004-04-16,"Gò Vấp , TPHCM",087997-3109,6.44173E+11,8,8,10,9,9
264,Sarah Kim,2003-05-04,"Gò Vấp , TPHCM",080981-2652,4.92797E+11,9,5,5,8,10
265,Lukas Becker,2002-05-01,"Gò Vấp , TPHCM",081904-3307,1.75232E+11,7,7,7,9,6
266,Sofia Lopez,2002-05-16,"Gò Vấp , TPHCM",089860-7524,6.23313E+11,7,8,7,7,7
267,Alexander Müller,2001-04-13,"Gò Vấp , TPHCM",085431-4844,7.40107E+11,7,5,5,7,9
268,Isabella Rossi,2004-03-18,"Gò Vấp , TPHCM",088587-6915,9.14129E+11,10,5,8,6,6
269,Liam Brown,2001-03-13,"Gò Vấp , TPHCM",086516-6137,7.06204E+11,9,7,7,6,7
270,Leila Ali,2002-07-31,"Gò Vấp , TPHCM",084334-2231,4.21437E+11,10,7,5,9,8
271,Chiara Bianchi,2001-03-30,"Gò Vấp , TPHCM",086529-4435,2.70725E+11,8,5,9,9,9
272,Ahmed Al-Sayed,2003-09-28,"Gò Vấp , TPHCM",087147-6017,2.63955E+11,7,10,8,7,6
273,María Fernández,2001-02-19,"Gò Vấp , TPHCM",084301-9116,6.28975E+11,5,9,8,7,8
274,Lucas Martin,2002-07-21,"Gò Vấp , TPHCM",080891-3832,7.12369E+11,5,7,8,7,6
275,Sofia Garcia,2003-03-17,"Gò Vấp , TPHCM",080810-3613,6.67899E+11,7,9,10,6,9
276,Emma Müller,2001-09-24,"Gò Vấp , TPHCM",081265-5576,7.44917E+11,7,7,7,8,8
277,Ali Hassan,2003-04-06,"Gò Vấp , TPHCM",086850-5568,2.26224E+11,9,10,10,5,5
278,Johanna Weber,2003-12-02,"Gò Vấp , TPHCM",087178-4465,9.25458E+11,10,6,8,6,8
279,Matteo Ferrari,2002-05-24,"Gò Vấp , TPHCM",087277-9748,9.15218E+11,8,8,5,7,5
280,Sofia Garcia,2000-11-14,"Gò Vấp , TPHCM",085961-1805,3.31224E+11,6,7,7,5,7
281,Emma Müller,2003-03-13,"Gò Vấp , TPHCM",087897-3324,4.38575E+11,7,9,9,9,10
282,Ali Hassan,2004-11-23,"Gò Vấp , TPHCM",087953-1588,6.23295E+11,6,6,10,5,10
283,Johanna Weber,2003-11-22,"Gò Vấp , TPHCM",085841-1319,1.0348E+11,9,5,6,7,10
284,Matteo Ferrari,2004-09-15,"Gò Vấp , TPHCM",089427-1980,6.83864E+11,6,7,6,9,10
285,Maxime Dubois,2002-06-09,"Gò Vấp , TPHCM",085764-8088,3.59184E+11,9,6,10,9,5
286,Elisa Müller,2003-05-29,"Gò Vấp , TPHCM",083171-5574,7.054E+11,10,7,9,9,5
287,Lucas Kim,2004-09-26,"Gò Vấp , TPHCM",084914-5462,6.19619E+11,5,10,5,7,7
288,Sofia Rodriguez,2003-08-18,"Gò Vấp , TPHCM",081084-2268,7.92313E+11,8,5,6,10,8
289,William Lee,2004-10-25,"Gò Vấp , TPHCM",087785-2246,1.92282E+11,8,7,8,7,6
290,Emma Johnson,2001-11-27,"Gò Vấp , TPHCM",087084-2679,7.99937E+11,6,10,9,5,10
291,Amir Kaur,2004-02-03,"Gò Vấp , TPHCM",085374-7093,9.92907E+11,9,8,7,5,5
292,Johanna Schmidt,2001-07-13,"Gò Vấp , TPHCM",086595-4752,7.28379E+11,10,9,9,10,7
293,Matteo Bianchi,2004-02-16,"Gò Vấp , TPHCM",082524-9070,9.40373E+11,8,9,5,6,6
294,Maria Hernandez,2000-12-05,"Gò Vấp , TPHCM",085113-3342,6.56771E+11,9,5,10,10,10
295,Youssef Ali,2003-02-07,"Gò Vấp , TPHCM",081639-9894,7.88695E+11,7,6,6,5,5
296,Anna Müller,2001-12-12,"Gò Vấp , TPHCM",082986-3939,5.41884E+11,7,10,5,9,10
297,Miguel Rodriguez,2004-10-07,"Gò Vấp , TPHCM",087157-8294,2.89275E+11,6,8,8,8,9
298,Emily Wilson,2002-05-21,"Gò Vấp , TPHCM",085745-7306,5.30789E+11,5,7,7,5,6
299,Ahmed Hassan,2003-07-16,"Gò Vấp , TPHCM",085487-0037,2.19568E+11,9,7,8,9,5
300,Sarah Kim,2003-02-03,"Gò Vấp , TPHCM",084481-6713,2.53605E+11,5,10,8,10,6
301,Lukas Becker,2003-10-12,"Gò Vấp , TPHCM",089845-0462,3.55628E+11,7,6,6,8,9
302,Sofia Lopez,2002-11-28,"Gò Vấp , TPHCM",081301-6394,6.21656E+11,10,5,7,7,5
303,Alexander Müller,2003-07-12,"Gò Vấp , TPHCM",088739-6275,4.99535E+11,10,5,7,5,5
304,Isabella Rossi,2004-03-08,"Gò Vấp , TPHCM",087500-8375,2.71901E+11,8,10,7,9,7
305,Liam Brown,2002-08-22,"Gò Vấp , TPHCM",083215-4026,4.29468E+11,7,6,8,6,6
306,Leila Ali,2003-09-25,"Gò Vấp , TPHCM",082215-3349,8.78851E+11,5,6,8,9,6
307,Chiara Bianchi,2003-05-17,"Gò Vấp , TPHCM",080182-9221,9.99873E+11,10,7,5,6,5
308,Ahmed Al-Sayed,2000-11-08,"Gò Vấp , TPHCM",081485-7465,7.32988E+11,5,8,7,10,8
309,María Fernández,2003-02-12,"Gò Vấp , TPHCM",082623-4789,3.21103E+11,8,9,6,10,5
310,Lucas Martin,2004-07-19,"Gò Vấp , TPHCM",081673-8217,4.31065E+11,6,8,8,5,5
311,Sofia Garcia,2003-10-24,"Gò Vấp , TPHCM",088786-0504,5.71851E+11,9,7,5,10,7
312,Emma Müller,2004-10-16,"Gò Vấp , TPHCM",084254-0280,7.57428E+11,9,9,5,9,7
313,Ali Hassan,2002-10-02,"Gò Vấp , TPHCM",083818-1608,4.96191E+11,6,6,7,8,8
314,Johanna Weber,2002-10-25,"Gò Vấp , TPHCM",089497-1398,5.50514E+11,5,7,5,8,6
315,Matteo Ferrari,2004-03-20,"Gò Vấp , TPHCM",085192-5610,8.2474E+11,8,10,5,10,8
316,Maxime Dubois,2002-08-04,"Gò Vấp , TPHCM",087105-5257,7.44084E+11,5,10,7,10,9
317,Elisa Müller,2003-07-28,"Gò Vấp , TPHCM",087744-9028,2.812E+11,8,10,5,6,6
318,Lucas Kim,2001-05-19,"Gò Vấp , TPHCM",080199-0678,9.47333E+11,9,6,9,9,7
319,Sofia Rodriguez,2001-04-17,"Gò Vấp , TPHCM",084332-2010,2.65473E+11,9,5,8,10,7
320,William Lee,2001-01-24,"Gò Vấp , TPHCM",084109-7829,2.23713E+11,5,8,8,10,5
321,Emma Johnson,2000-12-18,"Gò Vấp , TPHCM",080587-7942,9.98196E+11,8,6,5,8,10
322,Amir Kaur,2002-07-09,"Gò Vấp , TPHCM",087703-8348,5.04046E+11,7,6,7,6,5
323,Johanna Schmidt,2001-10-18,"Gò Vấp , TPHCM",087797-7061,9.26227E+11,5,8,7,5,7
324,Matteo Bianchi,2004-07-15,"Gò Vấp , TPHCM",089795-5509,6.6932E+11,6,10,6,5,9
325,Maria Hernandez,2002-09-14,"Gò Vấp , TPHCM",085747-8340,4.73543E+11,7,5,7,9,6
326,Youssef Ali,2001-03-24,"Gò Vấp , TPHCM",085090-2935,8.5155E+11,8,10,5,8,6
327,Anna Müller,2001-02-17,"Gò Vấp , TPHCM",085481-5997,9.68144E+11,8,5,6,5,5
328,Miguel Rodriguez,2001-10-15,"Gò Vấp , TPHCM",083394-9369,7.37357E+11,7,6,10,10,7
329,Emily Wilson,2003-08-17,"Gò Vấp , TPHCM",086489-3032,7.84154E+11,9,10,7,9,10
330,Ahmed Hassan,2004-01-25,"Gò Vấp , TPHCM",081841-6830,2.51274E+11,6,5,5,10,7
331,Sarah Kim,2000-11-13,"Gò Vấp , TPHCM",080843-5395,5.05937E+11,6,5,9,7,7
332,Lukas Becker,2001-11-27,"Gò Vấp , TPHCM",088156-4146,5.59115E+11,6,10,7,8,7
333,Sofia Lopez,2004-01-13,"Gò Vấp , TPHCM",080048-6250,3.16163E+11,5,6,6,7,7
334,Alexander Müller,2001-06-09,"Gò Vấp , TPHCM",087748-9165,5.07393E+11,7,9,5,8,10
335,Isabella Rossi,2002-12-21,"Gò Vấp , TPHCM",082164-7013,3.78069E+11,7,9,5,7,6
336,Liam Brown,2002-08-17,"Gò Vấp , TPHCM",086489-1689,7.3672E+11,8,6,5,7,10
337,Leila Ali,2001-05-04,"Gò Vấp , TPHCM",081021-4350,5.26578E+11,7,5,6,7,7
338,Chiara Bianchi,2003-03-21,"Gò Vấp , TPHCM",086041-4539,8.35993E+11,6,6,9,9,6
339,Ahmed Al-Sayed,2003-09-26,"Gò Vấp , TPHCM",086263-3460,6.12713E+11,10,7,7,8,8
340,María Fernández,2001-04-02,"Gò Vấp , TPHCM",086675-7096,5.8021E+11,10,10,9,6,10
341,Lucas Martin,2002-11-11,"Gò Vấp , TPHCM",085489-1180,4.35158E+11,10,6,6,10,5
342,Sofia Garcia,2002-09-23,"Gò Vấp , TPHCM",089246-4075,1.44675E+11,7,5,6,9,5
343,Emma Müller,2004-01-16,"Gò Vấp , TPHCM",089801-5011,8.2047E+11,8,7,9,5,7
344,Ali Hassan,2004-11-11,"Gò Vấp , TPHCM",086621-5007,4.62478E+11,6,8,6,10,7
345,Johanna Weber,2004-01-28,"Gò Vấp , TPHCM",082784-8809,7.52299E+11,10,6,9,9,5
346,Matteo Ferrari,2001-07-21,"Gò Vấp , TPHCM",082759-4062,7.42441E+11,5,7,9,5,7
347,Maxime Dubois,2004-07-29,"Gò Vấp , TPHCM",086255-6598,4.87223E+11,10,7,5,7,5
348,Elisa Müller,2003-11-30,"Gò Vấp , TPHCM",086010-6174,5.73384E+11,6,5,5,5,10
349,Lucas Kim,2004-07-17,"Gò Vấp , TPHCM",088855-4363,7.25486E+11,5,9,5,9,10
350,Sofia Rodriguez,2003-04-24,"Gò Vấp , TPHCM",085474-0362,1.80839E+11,8,7,5,9,8
351,William Lee,2001-03-05,"Gò Vấp , TPHCM",081039-0688,6.1292E+11,6,6,6,7,10
352,Emma Johnson,2001-02-27,"Gò Vấp , TPHCM",085408-9851,3.25867E+11,7,5,8,7,8
353,Amir Kaur,2002-10-20,"Gò Vấp , TPHCM",084607-4249,7.18716E+11,8,10,10,9,7
354,Johanna Schmidt,2003-07-17,"Gò Vấp , TPHCM",085469-4956,5.5978E+11,6,5,9,5,5
355,Matteo Bianchi,2002-05-27,"Gò Vấp , TPHCM",087772-4040,9.49909E+11,10,5,9,10,8
356,Maria Hernandez,2004-03-14,"Gò Vấp , TPHCM",088814-0295,8.92016E+11,10,6,8,8,8
357,Youssef Ali,2004-04-08,"Gò Vấp , TPHCM",085947-5797,9.50498E+11,10,6,9,5,7
358,Anna Müller,2002-04-14,"Gò Vấp , TPHCM",080677-9619,3.73227E+11,9,8,8,10,5
359,Miguel Rodriguez,2003-09-02,"Gò Vấp , TPHCM",083340-8113,3.43918E+11,7,6,5,8,7
360,Emily Wilson,2003-07-29,"Gò Vấp , TPHCM",089485-3030,6.31499E+11,10,8,5,5,10
361,Ahmed Hassan,2001-11-03,"Gò Vấp , TPHCM",085507-9933,5.1438E+11,5,6,7,9,5
362,Sarah Kim,2004-11-20,"Gò Vấp , TPHCM",082004-6999,7.1478E+11,7,7,7,10,7
363,Lukas Becker,2004-07-29,"Gò Vấp , TPHCM",088296-3513,5.86616E+11,8,5,5,8,8
364,Sofia Lopez,2001-10-11,"Gò Vấp , TPHCM",080819-1262,3.83507E+11,7,5,8,5,9
365,Alexander Müller,2004-04-18,"Gò Vấp , TPHCM",089144-2835,2.72307E+11,9,7,7,6,10
366,Isabella Rossi,2003-05-12,"Gò Vấp , TPHCM",088154-7844,5.48836E+11,6,8,7,7,10
367,Liam Brown,2002-06-18,"Gò Vấp , TPHCM",080214-4972,2.15031E+11,5,9,5,10,9
368,Leila Ali,2002-09-10,"Gò Vấp , TPHCM",081903-0272,5.08925E+11,10,8,9,5,8
369,Chiara Bianchi,2002-09-07,"Gò Vấp , TPHCM",080310-4002,3.12446E+11,9,10,5,9,7
370,Ahmed Al-Sayed,2001-06-15,"Gò Vấp , TPHCM",083236-0706,5.16271E+11,9,5,5,6,6
371,María Fernández,2004-06-30,"Gò Vấp , TPHCM",084821-0063,5.54883E+11,10,10,5,10,5
372,Lucas Martin,2001-06-15,"Gò Vấp , TPHCM",085981-5384,7.67764E+11,6,7,5,10,7
373,Sofia Garcia,2003-09-21,"Gò Vấp , TPHCM",082583-4377,4.04773E+11,7,5,7,10,6
374,Emma Müller,2004-04-06,"Gò Vấp , TPHCM",089146-4865,5.93895E+11,7,8,9,9,9
375,Ali Hassan,2003-11-01,"Gò Vấp , TPHCM",080418-7132,6.68037E+11,8,10,5,9,10
376,Johanna Weber,2003-10-03,"Gò Vấp , TPHCM",081303-5167,7.86359E+11,10,8,6,9,5
377,Matteo Ferrari,2003-12-07,"Gò Vấp , TPHCM",086041-1657,4.89384E+11,9,7,6,7,8
378,Maxime Dubois,2000-11-02,"Gò Vấp , TPHCM",086195-0619,5.30533E+11,10,7,9,5,6
379,Elisa Müller,2002-10-31,"Gò Vấp , TPHCM",082335-4554,9.9336E+11,7,7,5,7,7
380,Lucas Kim,2003-06-14,"Gò Vấp , TPHCM",089441-1916,7.77621E+11,8,6,7,9,6
381,Sofia Rodriguez,2001-11-24,"Gò Vấp , TPHCM",084476-6341,3.69403E+11,10,9,9,10,9
382,William Lee,2004-03-17,"Gò Vấp , TPHCM",083527-4258,1.82725E+11,10,10,7,5,10
383,Emma Johnson,2003-06-01,"Gò Vấp , TPHCM",080250-0407,8.92045E+11,9,5,6,10,5
384,Amir Kaur,2004-04-15,"Gò Vấp , TPHCM",080153-2466,4.01587E+11,9,7,5,7,9
385,Johanna Schmidt,2004-06-29,"Gò Vấp , TPHCM",088048-2422,8.92628E+11,9,8,8,6,7
386,Matteo Bianchi,2001-05-28,"Gò Vấp , TPHCM",086468-7648,7.66068E+11,7,7,5,10,8
387,Maria Hernandez,2001-04-01,"Gò Vấp , TPHCM",082010-9837,1.71853E+11,6,8,5,9,6
388,Youssef Ali,2003-01-27,"Gò Vấp , TPHCM",081909-9962,2.00357E+11,10,7,8,10,5
389,Anna Müller,2002-02-01,"Gò Vấp , TPHCM",086798-2219,2.69198E+11,6,6,6,6,8
390,Miguel Rodriguez,2002-03-28,"Gò Vấp , TPHCM",085629-4424,8.64121E+11,8,6,5,8,10
391,Emily Wilson,2001-05-25,"Gò Vấp , TPHCM",081046-2651,8.27243E+11,6,9,6,9,7
392,Ahmed Hassan,2004-07-15,"Gò Vấp , TPHCM",086308-9513,2.51956E+11,9,8,9,6,9
393,Sarah Kim,2004-09-14,"Gò Vấp , TPHCM",088163-3487,4.99244E+11,5,8,9,9,7
394,Lukas Becker,2003-07-22,"Gò Vấp , TPHCM",086346-2392,7.89608E+11,8,7,10,7,10
395,Sofia Lopez,2004-09-24,"Gò Vấp , TPHCM",084665-3802,9.77234E+11,5,10,7,5,10
396,Alexander Müller,2003-01-04,"Gò Vấp , TPHCM",089584-1245,8.90552E+11,7,8,9,9,5
397,Isabella Rossi,2001-08-02,"Gò Vấp , TPHCM",084379-9156,4.17681E+11,7,10,9,5,7
398,Liam Brown,2001-04-23,"Gò Vấp , TPHCM",081429-2525,3.6237E+11,10,9,5,10,10
399,Leila Ali,2004-03-22,"Gò Vấp , TPHCM",087817-0357,1.82831E+11,10,5,9,6,6
400,Chiara Bianchi,2003-10-22,"Gò Vấp , TPHCM",083895-9567,5.9559E+11,6,7,6,9,9
401,Ahmed Al-Sayed,2004-08-30,"Gò Vấp , TPHCM",087743-0233,2.82629E+11,10,10,6,10,7
402,María Fernández,2002-03-11,"Gò Vấp , TPHCM",082469-4878,5.88513E+11,5,5,9,8,5
403,Lucas Martin,2003-03-29,"Gò Vấp , TPHCM",087690-5364,7.04266E+11,6,8,8,5,5
404,Sofia Garcia,2001-08-30,"Gò Vấp , TPHCM",084003-2183,8.77058E+11,9,8,8,7,6
405,Emma Müller,2001-09-15,"Gò Vấp , TPHCM",081631-6707,4.02646E+11,6,8,5,8,6
406,Ali Hassan,2003-03-12,"Gò Vấp , TPHCM",080284-1742,4.5593E+11,9,5,6,7,9
407,Johanna Weber,2004-05-06,"Gò Vấp , TPHCM",082666-3778,6.05351E+11,7,7,5,9,9
408,Matteo Ferrari,2003-07-16,"Gò Vấp , TPHCM",089303-9790,3.12461E+11,10,5,8,10,9
409,Sofia Garcia,2004-11-17,"Gò Vấp , TPHCM",085540-6569,9.58953E+11,5,8,6,6,9
410,Emma Müller,2002-04-12,"Gò Vấp , TPHCM",085493-5838,4.72617E+11,10,10,10,9,7
411,Ali Hassan,2003-05-22,"Gò Vấp , TPHCM",089661-0721,8.13302E+11,5,10,6,6,5
412,Johanna Weber,2004-07-16,"Gò Vấp , TPHCM",083738-6185,8.92628E+11,5,8,8,9,6
413,Matteo Ferrari,2000-11-15,"Gò Vấp , TPHCM",089423-1233,1.38361E+11,8,6,9,7,6
414,Maxime Dubois,2001-08-07,"Gò Vấp , TPHCM",081077-8286,9.30339E+11,10,8,6,8,7
415,Elisa Müller,2004-09-24,"Gò Vấp , TPHCM",084908-8762,8.32236E+11,8,10,7,9,9
416,Lucas Kim,2003-11-01,"Gò Vấp , TPHCM",085445-0207,7.76793E+11,8,10,8,10,9
417,Sofia Rodriguez,2002-04-07,"Gò Vấp , TPHCM",085091-3994,9.90103E+11,10,7,6,5,5
418,William Lee,2002-03-04,"Gò Vấp , TPHCM",082313-0724,7.33138E+11,5,6,5,10,6
419,Emma Johnson,2003-12-29,"Gò Vấp , TPHCM",089714-1929,1.7827E+11,9,10,8,5,6
420,Amir Kaur,2001-05-29,"Gò Vấp , TPHCM",083946-3209,4.78778E+11,8,8,7,7,5
421,Johanna Schmidt,2001-09-07,"Gò Vấp , TPHCM",082818-6021,2.22971E+11,9,7,5,6,9
422,Matteo Bianchi,2001-01-04,"Gò Vấp , TPHCM",088293-6057,3.80567E+11,8,6,5,10,7
423,Maria Hernandez,2004-05-23,"Gò Vấp , TPHCM",081447-3250,1.52369E+11,8,6,9,10,5
424,Youssef Ali,2002-03-22,"Gò Vấp , TPHCM",084324-4966,9.53295E+11,6,5,7,7,6
425,Anna Müller,2002-05-04,"Gò Vấp , TPHCM",086140-3745,7.96188E+11,8,8,10,6,6
426,Miguel Rodriguez,2003-06-29,"Gò Vấp , TPHCM",085725-4400,7.63505E+11,7,9,10,8,5
427,Emily Wilson,2002-11-16,"Gò Vấp , TPHCM",087924-1155,4.66186E+11,5,7,10,7,5
428,Ahmed Hassan,2002-02-06,"Gò Vấp , TPHCM",080338-6206,7.68735E+11,5,6,5,10,9
429,Sarah Kim,2001-10-20,"Gò Vấp , TPHCM",086510-2013,2.53521E+11,5,8,6,9,8
430,Lukas Becker,2003-09-07,"Gò Vấp , TPHCM",087947-3596,1.90116E+11,9,8,6,5,5
431,Sofia Lopez,2001-08-22,"Gò Vấp , TPHCM",082336-1174,6.69302E+11,5,7,5,6,8
432,Alexander Müller,2004-10-22,"Gò Vấp , TPHCM",085172-5266,9.49779E+11,8,5,9,5,9
433,Isabella Rossi,2004-08-02,"Gò Vấp , TPHCM",087082-8485,3.05724E+11,10,8,6,8,7
434,Liam Brown,2002-12-21,"Gò Vấp , TPHCM",080425-3224,9.45329E+11,7,9,6,5,5
435,Leila Ali,2004-01-17,"Gò Vấp , TPHCM",088560-8026,1.83827E+11,10,10,7,7,8
436,Chiara Bianchi,2001-02-15,"Gò Vấp , TPHCM",085943-3433,4.20174E+11,8,6,10,9,9
437,Ahmed Al-Sayed,2002-12-06,"Gò Vấp , TPHCM",081797-3517,6.35851E+11,7,5,8,5,9
438,María Fernández,2001-07-22,"Gò Vấp , TPHCM",085628-9528,9.47282E+11,6,10,5,9,6
439,Lucas Martin,2001-04-15,"Gò Vấp , TPHCM",085812-7322,6.71205E+11,10,10,8,7,8
440,Sofia Garcia,2001-01-30,"Gò Vấp , TPHCM",084128-2500,4.66943E+11,9,8,9,6,9
441,Emma Müller,2002-02-09,"Gò Vấp , TPHCM",082364-6724,7.89808E+11,5,5,6,7,8
442,Ali Hassan,2002-09-09,"Gò Vấp , TPHCM",086826-5063,3.88607E+11,6,8,6,6,5
443,Johanna Weber,2002-02-18,"Gò Vấp , TPHCM",087593-5919,6.43558E+11,8,8,8,7,9
444,Matteo Ferrari,2001-12-02,"Gò Vấp , TPHCM",089231-0565,2.75713E+11,9,5,10,6,6
445,Maxime Dubois,2004-02-19,"Gò Vấp , TPHCM",088302-1773,9.54129E+11,5,10,9,8,5
446,Elisa Müller,2001-01-03,"Gò Vấp , TPHCM",086922-0604,8.87157E+11,8,7,9,7,7
447,Lucas Kim,2003-02-14,"Gò Vấp , TPHCM",083968-7102,5.35704E+11,8,5,8,7,10
448,Sofia Rodriguez,2002-03-22,"Gò Vấp , TPHCM",082780-6815,1.51492E+11,7,9,5,7,7
449,William Lee,2003-02-27,"Gò Vấp , TPHCM",088401-4898,8.83919E+11,10,6,9,6,8
450,Emma Johnson,2003-01-03,"Gò Vấp , TPHCM",089942-6512,7.40898E+11,6,10,10,5,6
451,Amir Kaur,2001-05-23,"Gò Vấp , TPHCM",089082-8888,7.9123E+11,10,9,5,10,10
452,Johanna Schmidt,2003-07-02,"Gò Vấp , TPHCM",087935-0174,3.59873E+11,9,8,9,10,7
453,Matteo Bianchi,2004-01-01,"Gò Vấp , TPHCM",082137-9196,6.42465E+11,6,7,7,5,10
454,Maria Hernandez,2003-04-04,"Gò Vấp , TPHCM",085176-3582,2.71019E+11,5,8,8,6,6
455,Youssef Ali,2003-06-04,"Gò Vấp , TPHCM",081654-3661,7.70933E+11,9,7,10,9,5
456,Anna Müller,2000-11-02,"Gò Vấp , TPHCM",084761-0330,9.05084E+11,9,6,9,6,7
457,Miguel Rodriguez,2004-04-25,"Gò Vấp , TPHCM",089709-8385,3.11657E+11,9,6,7,6,10
458,Emily Wilson,2002-02-26,"Gò Vấp , TPHCM",084325-5141,3.93461E+11,10,7,10,9,10
459,Ahmed Hassan,2002-01-31,"Gò Vấp , TPHCM",088623-4749,8.28453E+11,5,9,8,9,10
460,Sarah Kim,2002-04-24,"Gò Vấp , TPHCM",082890-0526,4.39217E+11,8,5,10,9,5
461,Lukas Becker,2002-02-17,"Gò Vấp , TPHCM",084959-1675,9.83287E+11,7,5,10,9,10
462,Sofia Lopez,2003-08-28,"Gò Vấp , TPHCM",086811-6398,1.71583E+11,8,8,6,9,9
463,Alexander Müller,2002-03-06,"Gò Vấp , TPHCM",084606-0906,8.05104E+11,5,5,10,7,6
464,Isabella Rossi,2003-06-15,"Gò Vấp , TPHCM",082800-4856,5.50276E+11,9,9,10,7,6
465,Liam Brown,2003-11-02,"Gò Vấp , TPHCM",089353-8041,4.75938E+11,5,5,6,7,6
466,Leila Ali,2004-07-30,"Gò Vấp , TPHCM",089976-6763,3.27243E+11,9,6,7,7,8
467,Chiara Bianchi,2004-01-30,"Gò Vấp , TPHCM",087790-4564,3.36827E+11,5,9,6,8,9
468,Ahmed Al-Sayed,2002-12-17,"Gò Vấp , TPHCM",081766-8723,2.79318E+11,6,5,7,10,7
469,María Fernández,2004-07-21,"Gò Vấp , TPHCM",087931-1389,5.53343E+11,7,8,9,6,6
470,Lucas Martin,2003-04-02,"Gò Vấp , TPHCM",081828-6733,6.16005E+11,10,5,6,6,5
471,Sofia Garcia,2003-02-20,"Gò Vấp , TPHCM",088756-3097,4.68798E+11,9,6,6,6,6
472,Emma Müller,2003-07-25,"Gò Vấp , TPHCM",086401-1798,6.98505E+11,5,9,7,6,6
473,Ali Hassan,2004-04-09,"Gò Vấp , TPHCM",086689-4964,6.85605E+11,5,10,10,8,8
474,Johanna Weber,2003-01-26,"Gò Vấp , TPHCM",082419-5122,3.35139E+11,10,6,6,7,6
475,Matteo Ferrari,2001-03-29,"Gò Vấp , TPHCM",085585-0948,2.37637E+11,8,6,10,9,8
476,Maxime Dubois,2003-01-07,"Gò Vấp , TPHCM",083219-7957,4.31186E+11,9,5,5,7,5
477,Elisa Müller,2001-02-12,"Gò Vấp , TPHCM",083919-5165,4.32708E+11,6,5,8,5,10
478,Lucas Kim,2001-06-09,"Gò Vấp , TPHCM",081180-1683,7.2109E+11,7,6,7,8,8
479,Sofia Rodriguez,2004-02-17,"Gò Vấp , TPHCM",082992-3278,5.21906E+11,5,5,7,10,5
480,William Lee,2002-07-29,"Gò Vấp , TPHCM",087654-6170,5.13533E+11,5,8,8,7,8
481,Emma Johnson,2002-08-29,"Gò Vấp , TPHCM",086030-6587,1.02221E+11,6,9,5,9,8
482,Amir Kaur,2002-07-10,"Gò Vấp , TPHCM",080321-7508,4.42594E+11,5,8,5,10,9
483,Johanna Schmidt,2001-12-10,"Gò Vấp , TPHCM",087272-3429,9.72499E+11,10,8,6,9,5
484,Matteo Bianchi,2004-08-13,"Gò Vấp , TPHCM",089831-8599,4.30859E+11,6,8,7,9,8
485,Maria Hernandez,2000-11-28,"Gò Vấp , TPHCM",080992-1739,7.61953E+11,10,6,10,5,10
486,Youssef Ali,2001-06-02,"Gò Vấp , TPHCM",084181-0507,3.7402E+11,6,7,10,8,7
487,Anna Müller,2003-03-17,"Gò Vấp , TPHCM",083116-6174,6.50361E+11,8,8,6,5,5
488,Miguel Rodriguez,2001-09-04,"Gò Vấp , TPHCM",088253-2277,9.08904E+11,10,10,9,10,5
489,Emily Wilson,2002-05-02,"Gò Vấp , TPHCM",082439-2808,9.4719E+11,9,9,8,6,5
490,Ahmed Hassan,2001-07-23,"Gò Vấp , TPHCM",088753-3474,6.47067E+11,10,7,5,10,6
491,Sarah Kim,2001-12-28,"Gò Vấp , TPHCM",087607-9743,1.64137E+11,6,6,6,8,5
